District,Crop,Year,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Moisture_pct,Yield_t_ha
Trichy,Cotton,2020,791.6290805318345,27.017401248757544,64.62715412739021,7.990358890675688,28.196039793629055,6.780948203750749
Tirunelveli,Maize,2019,1018.2934180390895,28.29180382069872,76.20256363384003,6.019958483373279,27.830257354711524,7.90123363970162
Trichy,Cotton,2022,871.0584264315148,27.370757511833713,54.675932794493164,6.727900832323083,18.061361111562945,6.366628286634334
Vellore,Cotton,2024,691.971176765076,25.592951271377665,66.61322571235071,7.204835777597902,38.292218641670836,6.155444394670548
Vellore,Groundnut,2021,917.7035392202537,29.534364138316942,73.39883538324673,7.197293642307515,29.15906567994913,7.197725701786003
Chennai,Groundnut,2019,1017.874882125062,28.60276701397806,82.08214861262556,6.246529568797866,54.759466144034334,7.297196476211752
Trichy,Groundnut,2019,904.2321713542464,29.25730486957982,63.22061822512411,6.274173073764713,30.749110151046022,6.947568382061208
Tirunelveli,Cotton,2019,629.7046976284706,30.256143398463475,77.66581052336983,6.378544516144544,46.21761527109118,6.160537252072602
Coimbatore,Groundnut,2025,734.1098400360806,27.45432348064554,66.02821402302509,7.892420072871714,45.299283323327046,6.666370823251459
Vellore,Cotton,2020,736.0231449563356,27.45955859109927,77.87058936340564,6.015070194534242,32.78589605586918,6.941745451288883
Tirunelveli,Rice,2020,639.3890112673239,32.743848199206575,59.98647894263245,6.472983238926163,28.369386164838694,5.320313284426318
Tirunelveli,Maize,2018,928.3848954014172,24.979151331490815,75.25971571343109,7.242816393391078,33.78777870950111,7.520977167919055
Coimbatore,Rice,2021,954.5280240732694,22.004378405682026,67.04662229026998,5.937831309715964,45.214080018017356,6.167840256614517
Coimbatore,Rice,2025,1094.879400221799,29.777723846583935,56.14898813938943,6.880612706470343,55.56938354264684,8.572059160643887
Tirunelveli,Maize,2021,635.5944129598422,25.98607969640234,66.46702386224813,5.3703279830180435,23.886497869699845,5.675053925355257
Salem,Cotton,2023,705.6303284428017,24.552476936660966,81.21711221020077,6.834820929737239,35.1284990717254,6.2539196860412
Madurai,Maize,2019,1238.6423629828096,30.832761654695744,,6.736662316361913,29.55930120910987,8.134136281134086
Trichy,Cotton,2019,,27.536741171970693,53.15682562122798,6.814526738648758,31.744522956667513,6.844710986067668
Trichy,Maize,2023,857.5327573129085,23.956595015578102,71.98742523265432,6.09174727583347,50.361772341609324,7.681933290029248
Chennai,Groundnut,2018,806.2240696510877,34.19182758083058,51.22201897721612,6.859407032291197,28.073854740021737,3.8862327743423406
Chennai,Rice,2021,1133.2577046804108,22.84580395392832,83.63354960897641,6.672666153723486,20.533399317129074,6.562384500521116
Trichy,Maize,2020,1142.9521701787573,27.722629144524483,83.38160364897804,7.609384322362092,36.81821839778925,7.73543577541777
Tirunelveli,Cotton,2018,1128.302025147212,21.954314320488994,78.38280327716453,7.14648881930176,38.416219366912635,5.859703290126076
Erode,Cotton,2022,856.641902839387,28.866106348327126,67.8876801127657,5.6857123041917434,31.21032095355934,6.980139646443616
Salem,Maize,2025,631.8910056277496,25.948452159326653,84.64661667791435,6.117190437190057,28.867771330856574,7.1727954259868145
Tirunelveli,Groundnut,2018,1331.3032694398137,30.621679409053982,81.45447472653822,6.268549994633845,36.44305268266246,8.349721153824845
Tirunelveli,Groundnut,2024,1064.0772442388793,27.94436356381853,62.67281153561198,6.82627003817657,22.850867776885607,6.900812202241158
Salem,Maize,2022,735.8352546519026,32.321944892821854,82.38836027009161,6.581617921850157,38.795903591753415,5.62045801483199
Vellore,Maize,2023,1205.9547117361028,26.624915464307442,58.8832649847579,6.578721266477308,31.870575820489176,7.8134112335312595
Tirunelveli,Cotton,2018,716.0977711852263,22.86545806033306,66.02967067202295,8.5,47.48305249554737,5.2584428287955625
Madurai,Maize,2024,1202.675850797164,28.76005136968597,50.06536035912323,6.340972418614791,37.865726024755446,7.382706037921988
Trichy,Groundnut,2018,1219.5711473461229,27.191816062530574,69.45923764480492,7.673606180729334,33.61877089135749,7.77407776858145
Chennai,Maize,2025,619.629307079736,22.178368379592143,65.05491503398203,6.596847209577594,32.932718881534555,4.154231751112304
Trichy,Groundnut,2023,995.4395757552402,24.622783116525728,63.478000580824876,5.175033028224985,17.596572743361744,5.568420806331617
Tirunelveli,Groundnut,2020,1045.5476759903322,25.641176174475234,66.34345844374559,6.833927800712762,33.88299563517796,7.1739240540344245
Tirunelveli,Rice,2018,1503.727299896583,32.977226849282346,62.20454751094652,7.483461561761365,33.17078117259507,7.83916620543203
Trichy,Rice,2022,664.4247205915358,30.263826558623933,68.41674142271552,7.143412973739624,35.462755653973446,6.429489474974561
Trichy,Groundnut,2018,1208.1358192484572,26.887247479063248,80.83569091566126,6.879305271148003,33.28732013494147,8.471449298432814
Vellore,Cotton,2022,854.3365045083885,,57.38147181062201,6.716608128715092,47.85477908940928,7.73810450017087
Chennai,Groundnut,2024,539.6589541048577,21.473728384447853,76.62527412837375,6.353739044138114,32.57964241914775,3.870790830949051
Erode,Groundnut,2020,,26.192300444326396,70.15242213754102,7.327364867039869,27.404840834008965,5.74563666215314
Coimbatore,Cotton,2019,850.6161902749268,29.28318521282676,71.74126433278661,6.396057650132552,20.01758519844233,6.442491293774374
Vellore,Groundnut,2019,585.2774517211777,28.5292041804655,67.69291137345328,6.25176384569505,30.98671257425013,5.959242122373736
Chennai,Cotton,2019,928.0434047128824,26.274060333108455,60.82599892981332,6.987442415465484,25.5766704134003,6.962239792091747
Salem,Maize,2018,1089.4523138746454,27.8774139771808,72.44863697415504,6.489947905691982,23.318698785517785,7.5149534090642
Vellore,Cotton,2019,909.5501635155031,29.081947215078458,73.18839297423519,7.596605223454907,32.194220678543545,7.124580688073329
Erode,Cotton,2023,714.5389776550309,27.97005868746084,59.99530656787038,7.027096199408024,45.24457639885212,7.994313239594854
Erode,Cotton,2020,812.8819828982585,30.755212662155113,54.61485451287494,6.155421133470611,43.415213023665586,6.808388617004056
Tirunelveli,Maize,2024,848.8641608016372,29.019846751640458,68.85307960175737,5.898690932585549,23.46205077071373,6.715650168435822
Coimbatore,Groundnut,2024,904.3304068702622,29.635969505374973,75.54720843955356,6.298485690313457,35.33018942237765,7.454484853521033
Erode,Cotton,2024,1127.457690560008,33.483375322336265,78.05090050142526,8.336569564070112,38.80825211074672,5.878784571891174
Vellore,Groundnut,2022,917.9849383465223,30.64802026548821,80.0332322332702,6.5336990930409895,40.26221960287709,6.369796260825652
Tirunelveli,Rice,2020,499.3258428425724,33.571067028419115,71.71390834120979,7.23079484086325,49.432966489824636,5.53137282890361
Madurai,Rice,2025,709.4197320028271,25.849874028095424,65.36787320171447,5.786047317906219,24.472904368386573,6.994133714779339
Madurai,Cotton,2019,891.5052627241591,22.904275606894245,67.97845508533125,5.941843094848392,27.02757816307303,5.708658277742631
Salem,Rice,2021,1131.0311212385284,27.551101469725097,55.568232250043735,6.568097831036096,29.03653796584975,8.247908871330168
Vellore,Cotton,2021,1174.4616103841379,27.27809164263238,61.17354549562652,7.8907686974164335,38.297210488068224,7.270221895226272
Tirunelveli,Groundnut,2023,1293.671335396864,32.67012528764594,67.46754364145248,5.7964858672789905,10.503386983213275,4.937104342884183
Trichy,Rice,2022,882.6535993948262,24.383857815498114,65.33361086068007,6.259185834065353,32.94200548267219,7.17238393281446
Erode,Rice,2024,1040.8272938756234,27.747587326528187,68.92009293384903,7.331185929208604,18.958462325354816,7.649465171682677
Chennai,Rice,2025,486.38461639925765,,54.25162758335999,7.8148120344447936,34.97905672627673,6.004226504837526
Vellore,Groundnut,2021,957.4703932903708,28.320328012749947,56.485306982760704,7.006182310494015,53.630711031819196,7.1100746566856445
Erode,Cotton,2024,581.1839746347846,27.451105128836172,75.75593692667476,7.173107897449172,43.10903217655037,7.052499453026131
Coimbatore,Groundnut,2019,834.3652010613125,29.147419050260304,59.66655326491318,6.072154479681037,23.96392269141877,6.213792738346341
Erode,Groundnut,2025,1600.0,31.453112418918323,61.23817978629547,5.773955645662413,31.23228855176523,6.97621220189304
Tirunelveli,Groundnut,2019,925.8885590476075,32.91438550791252,68.95035726633395,5.89792338037218,26.991955087733572,5.320900198669268
Tirunelveli,Rice,2024,634.0466952049178,28.10498306385947,58.68812788505789,6.088649123065955,46.65114617004171,6.798618241860182
Erode,Cotton,2021,951.9472514894763,25.389293588497395,79.0632992758076,6.8579216372298655,15.183687962330112,6.395883008146811
Erode,Groundnut,2025,720.7312033526614,32.91050910109877,55.43169873476019,5.846253248867336,31.04691863263577,4.275943035969345
Erode,Cotton,2019,609.8139717106121,24.55157297044643,68.0152398908522,6.8752808877993745,28.731002163898676,5.942323080217442
Madurai,Cotton,2021,1375.784883347625,33.72985229796843,60.51414970005045,6.479369377108233,24.441145139746805,5.993518832831441
Coimbatore,Cotton,2025,1116.7030065666881,32.30123316773994,69.5618749547137,6.306237404898151,49.92682417822672,8.088570630583952
Tirunelveli,Cotton,2018,936.3841562489363,32.76607613257239,63.02535636275979,7.319526391112207,20.90441222740641,5.8545223776718816
Chennai,Cotton,2020,752.0441774381147,30.193250739113875,67.76348134848908,6.028678648032082,24.251477120180837,5.867955632887938
Coimbatore,Maize,2018,772.3026292569502,,80.21280915805852,7.704993110142457,49.359796710552445,5.3918287997190895
Tirunelveli,Maize,2020,1235.6204667110376,24.67481334055826,61.1255355225196,7.281590157252408,34.103692552313895,7.17526243495595
Erode,Groundnut,2021,926.644384416142,28.98204230621779,61.04229617413052,6.006928816352726,33.420413572340856,7.129236580125175
Salem,Rice,2022,200.0,25.837929604637015,64.84099108944022,7.541565354354207,29.371896313028927,5.0670778886351
Trichy,Groundnut,2020,1455.2346289147092,26.99110438931876,82.74019380783673,5.924233928708588,34.980356464808686,8.512463902178308
Vellore,Groundnut,2019,895.7655892430713,29.960986178642962,67.10257317207594,7.605155846881695,31.1375493296091,7.416828273249412
Coimbatore,Maize,2019,935.8422514337042,27.456082287908362,80.34202609395989,6.9330536527407345,28.388458496052777,7.5409639088723335
Tirunelveli,Rice,2025,1121.6737033586992,24.09913406616211,66.23088577418334,5.594613942749019,22.387239316961235,6.510037290777656
Salem,Rice,2025,966.3507068278967,30.83410788204341,79.89637023287092,5.793235169469254,35.36225376861675,8.037839012654592
Tirunelveli,Groundnut,2019,1036.7271544292025,29.647688880491923,72.07391555328368,6.416517747207489,29.62656497212027,6.698897395701225
Erode,Rice,2019,744.0691331587689,27.203212982465395,73.545664432076,7.3074569224694645,30.77786213172826,7.500651993965527
Chennai,Cotton,2018,542.5511690084033,30.276051789134954,53.64231851510836,6.580517148378156,40.93697772980623,7.481549762004131
Vellore,Rice,2025,920.0581953682992,28.304150601912283,52.15852509582393,6.563065587417259,30.448552388224872,7.2350006612648565
Chennai,Cotton,2023,1207.9036630686476,32.260355815728786,78.702015120282,6.728118572067513,34.010893484430966,7.512391430801717
Tirunelveli,Groundnut,2024,688.0493604042206,28.48386523378403,78.57771414015305,5.303441182597211,50.063254281341926,7.7356934039595115
Chennai,Maize,2020,667.9940012950559,32.236568533058175,92.2145523793393,7.276957698638951,38.45273875340844,6.606184215932045
Tirunelveli,Maize,2023,1155.2548150949845,22.00431109959932,53.140469885237955,7.637760740791271,30.142178775259694,5.7083100939685725
Salem,Groundnut,2018,735.6886987147271,29.469500874277852,72.85799418840125,7.252552874856724,25.125612925115338,5.302978739101654
Chennai,Groundnut,2023,747.3600215413995,26.726842250621313,57.76179028314975,6.403559591262823,33.80638175151881,5.9708423637937145
Madurai,Cotton,2022,756.7139317634395,25.251036837300788,60.593988731682956,6.080470988051412,42.089424747740026,7.258984346089377
Madurai,Cotton,2020,833.7547547523802,31.707201854096404,62.977538325685515,5.942644089278174,29.689056514962424,6.119125887345627
Trichy,Groundnut,2023,456.5904760244903,30.845079782004223,71.82355040921433,5.906801375418079,34.61021361393154,5.285372583517696
Madurai,Rice,2023,715.1649718645933,21.579274594904092,61.35973926909702,8.285194009506741,29.459748046967697,4.939063433028715
Vellore,Cotton,2021,907.5920047849305,30.28958603301269,68.33656192070407,6.644823930430349,31.33038012458891,7.410691422384285
Tirunelveli,Maize,2019,905.8094840437074,29.90127374849899,76.32034237496237,7.333280182761147,23.5036311161087,6.3789174548089225
Coimbatore,Cotton,2018,1139.4982631448968,25.686171178695492,79.27973316707374,7.294746577960737,36.893523049443225,8.222636840084627
Chennai,Maize,2025,1309.8480555487013,25.32702736971787,74.92589319446635,6.799827315774547,35.75318819324649,7.492972193410873
Chennai,Maize,2020,1228.1208616661008,22.910159281285097,72.51868081545885,6.047841432901777,47.72633766663883,6.313539155882669
Erode,Groundnut,2020,1078.6630960184837,26.919897928841714,66.58366320663033,7.063085545998779,35.390057175416366,7.45267143230343
Vellore,Groundnut,2023,812.8163523081981,27.432039877418987,62.310681070549236,5.942233387998478,27.997703383905893,5.823469613886056
Tirunelveli,Rice,2020,694.23273251078,30.55038969714724,73.39011530998998,7.121613487874782,47.481672265678704,6.901113137656228
Madurai,Cotton,2021,854.4696081271005,28.862017166401785,57.490909436425234,5.974186690200254,37.689440043370894,6.779273467774501
Trichy,Groundnut,2023,996.3946924432245,24.608294031026137,69.19128722444803,6.3946879444005935,36.11154794899218,6.695140390981462
Madurai,Cotton,2022,1055.484449561417,28.764397839823506,57.24322701221205,6.393516156305828,34.2790897977708,7.99695869487085
Chennai,Groundnut,2023,1005.7714333789626,27.187054657907478,67.5872181330818,7.679266170491212,35.76524746540218,6.917678426335942
Salem,Groundnut,2018,819.7061321559869,25.008556116273773,57.46289743508211,4.996133137611945,26.613614727032903,4.850204276070324
Chennai,Groundnut,2021,1046.7155599605653,22.91357681992839,63.99436461800068,8.331550137633357,33.623131308356456,4.820682409629978
Madurai,Groundnut,2021,1165.2181262708757,29.999370672081625,61.24046986013859,6.135866365398845,32.38512606553877,6.437405877990837
Erode,Rice,2023,1070.0400960168854,29.428470878334295,60.0344197062654,6.613646722598312,37.569210428795124,8.379967867742923
Madurai,Maize,2019,841.9967362091503,29.7816608904989,67.12642981922261,6.989314860010469,44.40737115163111,6.897548708847234
Salem,Cotton,2019,641.5378268734983,25.669617812826356,43.76198497453933,6.929330842245483,43.053272023306874,6.717931626901409
Tirunelveli,Maize,2024,635.6081426529731,28.547455558725645,49.97521203402175,7.29054095822557,38.96018440947966,5.750074371517754
Trichy,Maize,2023,679.6955941019546,23.598834729384805,76.03712638991615,7.127260972397464,18.84758962361679,5.82123106373154
Madurai,Rice,2024,914.2687996687325,24.842935002073983,69.4747879250896,8.125896556155269,30.44563911095549,6.770809112690922
Chennai,Maize,2020,979.9509383889083,28.107943039194673,60.766333898601005,7.21211697594869,17.960979581525123,6.03959397377116
Salem,Cotton,2025,496.3669205139925,28.839529697030972,77.73903363073251,6.617846805648567,44.09860917362738,6.735715888329453
Tirunelveli,Groundnut,2020,724.0012229091122,22.78778273299404,61.60822530044679,6.3128906654588075,33.275497014507586,5.03713315447587
Chennai,Rice,2023,910.8213663263484,24.615856914231557,62.20306684507864,6.294802476760552,33.03486822097459,6.6279162956625655
Tirunelveli,Cotton,2019,625.0800224755994,26.830742924533645,60.166147249006684,7.60527063779658,28.18843501391199,6.503766143871934
Salem,Groundnut,2025,958.4760382649011,31.067259945312937,87.06618770724657,7.928641403547915,45.7363123601436,7.519392329393465
Trichy,Groundnut,2020,773.1429272708585,25.398071190828098,70.35101734572163,7.402870721212332,35.275318893532265,6.708853216317884
Trichy,Cotton,2024,669.1449320826858,28.44984090494425,69.95710874182183,4.8,33.33142052310348,6.2849554142821065
Salem,Groundnut,2020,863.3013581122244,28.78525645002906,72.66400985621087,5.126994907586972,35.48826300418184,7.1555013854224105
Coimbatore,Cotton,2024,948.0700823947751,27.200986157684884,49.47290508885398,6.694706551276234,36.17905412918816,7.476868374593961
Salem,Groundnut,2021,637.8677714325181,28.85766412211019,62.059915317446425,6.583315402822377,33.148679387558886,6.186654522241925
Erode,Cotton,2018,789.3469050464881,23.69626622539601,72.54986861542562,6.713936047832463,45.72450068063952,6.621978845806642
Madurai,Groundnut,2019,966.919594326777,25.90148096460176,67.95891515962043,7.576219747996876,45.632042373177285,7.177015591428496
Vellore,Cotton,2023,659.4774541708082,32.58995154390046,90.05418700321238,7.541322984078114,35.20653557798265,6.151212232327656
Tirunelveli,Groundnut,2019,435.56078989402454,32.81524768639235,62.64808424937065,6.822439341647956,27.362122669488578,3.964969755401456
Trichy,Maize,2020,465.8565385775614,30.69734638488609,77.43183046910491,5.633283543802454,37.30440123882014,6.442375826384097
Salem,Groundnut,2022,745.4872839857576,31.52125500785167,76.0600429041078,5.83955702372502,29.00514917690706,6.314211213993229
Vellore,Rice,2020,520.3954309237154,22.15708526067276,69.42820901163954,6.747200263967327,47.205693028659425,6.641839344712548
Chennai,Maize,2019,763.0695262059385,24.964173167060576,71.24403441940959,6.991775778723804,48.500202311643505,6.214416347942
Vellore,Groundnut,2022,1266.2357127931698,27.004474977030043,65.0979960072322,5.847883943179012,40.84856551368445,7.8046916454928885
Vellore,Cotton,2023,505.3504030778296,35.73005416452493,48.268316042273895,7.162365201639487,23.9210733571949,2.3206530646134875
Coimbatore,Maize,2023,779.3487871305748,26.99813128157938,71.49183601776582,5.473336523392686,30.17398218459915,6.872594038252098
Tirunelveli,Maize,2025,1383.076138567846,30.383693758794156,72.28428379747696,4.835787842458602,32.56474834112967,7.940775463163177
Salem,Groundnut,2018,952.0325207439275,29.21079049041551,73.85645604182912,6.087410827261115,26.80390051913043,6.767855179764035
Coimbatore,Rice,2021,758.0691781311001,29.13959507433987,68.63096329766904,7.66114439442424,31.64446612959538,7.003203864843721
Coimbatore,Groundnut,2019,810.7793413701904,27.924702004680928,77.70401078425634,7.765599601406869,36.46618664847567,6.551775954764524
Erode,Maize,2025,957.3406270983195,24.159894943276406,59.34010001536785,5.583542438904946,39.11820379976031,6.347342177366665
Tirunelveli,Groundnut,2022,1273.94298265686,20.0,82.68387608306827,5.6370588063825275,45.96513173616621,4.832240979004372
Tirunelveli,Groundnut,2018,717.2865981306893,32.101895942514325,58.120849240998794,7.232654543409808,34.18154334779972,5.6444193636763265
Tirunelveli,Rice,2023,660.5974292779293,26.027207083975874,66.92160804681023,6.3915170468515194,31.676712477424893,7.590588163977075
Chennai,Groundnut,2018,505.2978168049431,22.025237776092617,74.80873753691765,7.656461984689215,22.785675068524878,3.5908766350094163
Erode,Maize,2020,875.774008127451,29.401475267209374,62.85046905218186,7.221262865603166,37.505587262985046,7.532787492617666
Vellore,Groundnut,2023,498.5781575455218,29.340126109020915,75.49005104574762,7.341475447965064,30.306309419065524,5.477681305465781
Madurai,Groundnut,2022,734.0543437945513,30.457255396740372,64.57214559430666,6.124683828562385,32.50652151706045,5.554105168078117
Salem,Maize,2024,622.8291397224119,31.57029024575479,69.18133026723709,7.010668030912106,29.2936120811126,6.24950241100113
Chennai,Groundnut,2022,1118.5308775585265,25.059243618305224,66.18871445023423,8.111468561580903,29.548361105242268,6.631801551805741
Erode,Rice,2024,722.9009031582985,25.200058538661306,62.231840747045986,6.799573851029532,40.84865369908469,6.890819560012917
Trichy,Maize,2022,949.232582001404,26.98014954112809,90.51075143083408,6.668498678780843,33.878007633109696,7.183511166043763
Madurai,Groundnut,2018,448.97699957785926,30.62924858897652,59.60252398074896,6.395014802859552,48.44901971399746,5.7831032637404585
Madurai,Groundnut,2018,882.8767386132114,21.271555219800366,45.138878644551475,5.578644727652527,24.329163701545617,3.712845127548181
Madurai,Rice,2024,549.2099235348128,28.41026027549202,59.96363740961566,5.930737940384374,45.646274033284136,7.276285088590109
Erode,Maize,2018,743.5878750175352,30.982789838338142,69.31295888577169,6.075724102310456,29.954651816875046,5.601924676001684
Trichy,Maize,2021,1402.800643564056,30.85074063045805,64.23146899119676,5.548989625461401,33.89561236234981,7.082767258678637
Trichy,Cotton,2018,1083.043594310221,30.267397071479465,78.18575658528367,5.619562445867702,38.84315416917957,7.746245935137833
Coimbatore,Cotton,2020,817.8968542921733,31.401601664785733,77.82183800175068,4.986270764194269,43.632534280558765,6.855998692738436
Vellore,Rice,2022,1600.0,20.0,64.81608883162657,6.15224240692084,43.98721126032074,5.706125713714864
Trichy,Maize,2019,621.2063274066707,33.16309980663128,51.17772087185618,7.172673524978762,43.81254674982881,4.666518018490448
Coimbatore,Groundnut,2021,1141.3040955188403,29.057295851434798,55.16850965745617,6.478436772274667,32.52387530373758,7.254000480302913
Chennai,Maize,2025,466.8313857882214,32.270884069369615,67.67797619324938,6.481609862297394,50.711704949514534,4.908716313740605
Vellore,Groundnut,2018,789.0193105880131,24.241169673877202,52.35490418574397,7.236744741368604,39.93245929718554,5.757109256984079
Vellore,Rice,2018,513.0525624548599,22.38775409731632,64.32211816217433,7.882275615491101,10.0,4.3337605399508465
Coimbatore,Cotton,2020,914.3189787727187,33.71640859201805,82.21302786769692,8.291331172307025,34.93225488238255,5.356639814343815
Coimbatore,Maize,2024,863.9925633946892,25.035130129217553,71.42833141485768,6.80115756096422,31.205631415986716,5.959262411381795
Tirunelveli,Rice,2021,,27.005283505174113,68.45667930631578,6.50273914309944,31.817343766184205,8.05214933455826
Erode,Maize,2023,1123.0142562815768,29.687854849479965,57.592273807974195,6.410844692584446,40.36656512259718,7.705382647764525
Madurai,Cotton,2018,708.2252567493024,30.47323731292325,69.8173765928772,7.113841008132944,37.40091509414883,6.931398581980512
Madurai,Maize,2023,931.712936951831,31.450932143565716,65.41475866823708,6.590585844373316,28.552952673787075,6.872074340700315
Trichy,Maize,2018,1055.1387350678347,28.714835735650567,70.38636728649745,6.593089502886445,48.16722428227142,8.039915929125286
Vellore,Rice,2023,479.19469777595424,24.62621048621108,75.27097827751638,6.639471363842885,23.074089173444868,5.814409550901079
Chennai,Rice,2019,662.8964145814041,30.261224424013506,76.98123658387715,6.040504417957634,22.46621699892104,7.161097732696119
Chennai,Cotton,2024,863.4652418289585,30.31217938048043,69.28890611455326,5.067462526259251,24.865375901221565,5.959357944980894
Trichy,Groundnut,2020,1007.5383548570796,22.1918883482041,73.11922928971869,6.2315344169260225,38.638610247445406,5.963091801194124
Madurai,Groundnut,2019,1205.3094414803832,32.53979149329073,62.8801934076686,7.720235517871224,37.94653169177258,5.904749135072487
Trichy,Rice,2020,796.0300503180199,20.04135803980708,79.3256925786497,7.687333273402761,27.328945235092974,3.472680065376175
Coimbatore,Rice,2018,770.882239337529,31.310130037100315,59.128762311594215,7.35784779506531,29.283342242486988,6.680940221058669
Vellore,Maize,2019,631.8509924465841,25.970848102214962,65.9253165082513,6.3543899950136895,34.60317454341412,7.087076208971868
Vellore,Cotton,2022,932.4960230442583,30.257630340107323,80.36617714000262,6.1466404804371315,25.023526855565365,7.122598920673508
Madurai,Groundnut,2020,775.7206065754771,29.632621456957448,63.18337576359236,7.8372175183214035,41.82782916734497,5.919307554912611
Chennai,Cotton,2020,781.4919342935704,27.881207843501652,54.592143325235234,5.941809091080843,48.736494856311694,7.795896901142969
Salem,Maize,2024,826.5278735278729,29.44347724601702,63.892497512953526,6.727578546433867,33.04234659867856,6.569386645506256
Erode,Rice,2018,987.9070155225847,27.72336430267513,81.91734278712562,7.882645499677469,37.76074472623017,8.306935153859714
Salem,Rice,2021,709.0673617051848,30.28464264502439,45.29263739322998,6.78676248741222,35.617473304349346,6.9910075445262905
Madurai,Rice,2019,656.9604777727737,34.99286963876922,69.02393179034875,6.494565372985817,46.94859917440387,4.344152416291969
Chennai,Groundnut,2021,957.9310465335258,23.7080352299684,61.659964725999345,7.51188717135847,52.10969381176684,6.701518651775091
Tirunelveli,Rice,2020,200.0,20.0,66.32365898357764,6.750408426198052,31.42324082005481,2.0595711871174
Tirunelveli,Cotton,2018,699.0804565845787,26.669842345773073,64.51455983278275,6.837319716891401,34.93306419140325,7.5425506381473335
Coimbatore,Groundnut,2018,562.172625148159,26.451117120275107,77.60483251719391,7.76029898811976,42.366129005282765,5.60885599556487
Salem,Maize,2024,1150.8145557541973,26.791781838726482,68.53808053800024,4.918552357636864,37.74711680791055,7.252124279890437
Madurai,Groundnut,2018,739.7668093642758,25.035395347431642,78.1053476765205,6.951188018960683,26.43699459909062,5.569532863765586
Salem,Groundnut,2024,709.8209711831923,30.791789341445092,80.84131471345316,6.163575892413281,18.361318116592958,6.328758033178525
Erode,Cotton,2025,837.8443786866815,23.5797457411786,68.29897005591374,6.554943678796941,29.26767914219652,5.411882623813432
Erode,Rice,2021,701.1568928837717,29.44248033830931,64.4050215770048,6.779069483794196,37.594176122570495,8.364366159773212
Coimbatore,Groundnut,2020,749.3379604616164,30.04308997714254,71.77183898671616,6.227170569650653,31.09685165209532,6.165801206223534
Coimbatore,Maize,2024,874.2776026057908,29.012690902529958,73.70186952884248,6.8599655231075705,25.150784157328605,6.673164368465166
Trichy,Maize,2025,744.489891373433,29.558858482642957,56.46709239608847,6.969755293066045,29.421075863924873,6.846143662948906
Trichy,Groundnut,2018,742.6956369319907,31.037655218327885,70.36063808444212,6.842418917827946,51.12073014942622,6.740913616243611
Vellore,Rice,2025,597.4605815721728,28.171408903222076,65.4644037457799,6.777990083172203,24.486994248348218,6.371790448988174
Salem,Maize,2025,561.5540648698673,26.89121083607791,63.79651535959702,6.617679519047087,31.81103355521164,6.001699689991865
Vellore,Groundnut,2019,865.1592243975701,29.556385403599567,61.09055022345669,6.631446963769702,29.99881381616138,6.328602305278559
Coimbatore,Rice,2018,926.6501274464556,29.92117196035837,61.74279844400171,6.755574860694568,52.24984939634868,7.892869116015387
Madurai,Maize,2023,492.9608390540126,30.84697926790001,80.55640851210774,6.040308974542505,21.39188309434997,5.940432394087966
Tirunelveli,Cotton,2018,1039.9853538452119,22.52034316835047,64.36007470429584,7.589081671593541,27.576894415197046,5.770435791198086
Madurai,Maize,2022,1041.0119099561869,27.412699133809415,79.43758508569314,6.636220819969783,35.22742405530105,7.964970148750475
Vellore,Maize,2018,1093.6722845696559,24.59082148024312,69.3102658153684,6.4176366737261015,36.16671610523664,6.961642119922789
Coimbatore,Rice,2023,924.9722711851495,29.79508744515848,56.67285377435159,6.9770907318964825,44.74970521578712,8.180153253208571
Chennai,Maize,2019,1009.270525072249,30.32546934828084,69.90768066335583,6.619717139932302,43.81997899229432,7.282154460463656
Salem,Cotton,2018,1396.2564611445805,27.121879420297336,56.12080440390166,7.569836925430797,28.32008222629829,7.643338025690402
Chennai,Rice,2018,774.6195997806767,25.666342457733013,74.07145632793652,7.326278217565464,37.47751370855144,7.105413594481568
Erode,Groundnut,2019,588.5771247776108,29.910283311763504,65.92226648057687,6.765058065400253,33.09853967917525,6.6839851109507675
Tirunelveli,Cotton,2022,466.4850291946346,27.573624585622532,76.55181841096565,7.357240536439156,30.537093814199274,6.16675979093683
Trichy,Rice,2018,1288.9184825580792,32.56469331879457,82.33545849999547,6.864687869229219,43.80221846518023,7.766964844749909
Tirunelveli,Groundnut,2024,1292.1968146746644,33.673449773278364,50.64654867230668,5.892121606891906,36.946683165388166,5.954211609073345
Tirunelveli,Maize,2022,618.8500645164423,31.202275355631645,63.38854429149232,7.322907342852252,49.00778698615443,6.444782118134087
Tirunelveli,Rice,2020,668.1697968303608,28.74450369935393,55.90539998660347,5.369687895859059,38.9411489660431,6.465402371247371
Erode,Groundnut,2025,769.002240617207,33.84183963578447,89.58261217306239,4.8,43.00248950086004,4.213496620390991
Coimbatore,Groundnut,2023,1156.0642180364957,28.77030492985536,63.59687605910299,7.188597220383615,10.230193153890362,6.925997718743725
Trichy,Groundnut,2023,528.1744503799225,26.466579550670062,54.848877463869606,7.010493653634066,35.47231678019096,5.380219144872748
Coimbatore,Rice,2019,,25.838910603404575,90.40338630483413,6.963726741788537,38.56358117910435,7.151485019562499
Trichy,Maize,2023,1391.8786191405402,25.748795000156424,60.739271600204106,7.672689725472035,39.394603854236586,7.8105958858245135
